"DateTime","Depth","mod_temp","obs_temp"
2018-09-21,"7",14.4510450230485,9.2243
2018-09-21,"8",12.4254009260953,8.4536
2018-09-21,"9",10.529999301398,8.2817
2018-10-05,"0.1",22.8946113812129,23.2075
2018-10-05,"1",22.3591430376945,22.3365
2018-10-05,"10",10.1795370795302,8.324
2018-10-05,"11",10.116232594572,8.2599
2018-10-05,"2",20.1556227819981,21.7038
2018-10-05,"3",19.3862214656786,21.1651
2018-10-05,"4",18.6667074347817,19.874
2018-10-05,"5",17.4844047189869,15.9417
2018-10-05,"6",15.1596544245502,11.9443
2018-10-05,"7",14.5596786462167,9.9465
2018-10-05,"8",13.3928959216322,8.9968
2018-10-05,"9",10.4260360753876,8.6717
2018-10-19,"0.1",16.8279455281938,16.4142
2018-10-19,"1",16.8279377302399,15.9487
2018-10-19,"10",10.3298464411063,8.6042
2018-10-19,"11",10.2352679610385,8.6042
2018-10-19,"2",16.7612663199688,15.9041
2018-10-19,"3",16.3410084905325,15.8748
2018-10-19,"4",15.1129332444485,15.846
2018-10-19,"5",14.5424538823697,15.765
2018-10-19,"6",12.9936703658301,15.5502
2018-10-19,"7",12.9936703658301,11.4588
2018-10-19,"8",12.9936703658301,9.7038
2018-10-19,"9",10.7444011945105,9.0327
2018-10-29,"0.1",13.9824632171671,8.3
2018-10-29,"1",13.9760290995283,8.2
2018-10-29,"10",8.00051218130122,8.1
2018-10-29,"11",8.00051218130122,8.1
2018-10-29,"2",12.0308324287259,8.2
2018-10-29,"3",9.35998063667452,8.2
2018-10-29,"4",9.08098057487615,8.2
2018-10-29,"5",8.58827183884214,8.2
2018-10-29,"6",8.00051218130122,8.2
2018-10-29,"7",8.00051218130122,8.2
2018-10-29,"8",8.00051218130122,8.2
2018-10-29,"9",8.00051218130122,8.1
2018-11-02,"0.1",13.692856837062,12.7664
2018-11-02,"1",13.6233626151168,12.5148
2018-11-02,"10",9.08278271010693,10.3567
2018-11-02,"11",9.08278271010693,9.0659
2018-11-02,"2",13.0158035583398,12.3985
2018-11-02,"3",10.9532541205477,11.6921
2018-11-02,"4",10.2879709378603,11.5219
2018-11-02,"5",9.97769695220817,11.4186
2018-11-02,"6",9.71851880341534,11.3256
2018-11-02,"7",9.57271596803807,11.1668
2018-11-02,"8",9.57271596803807,11.0697
2018-11-02,"9",9.08278271010693,10.92
2018-11-16,"0.1",9.12916700233219,8.2848
2018-11-16,"1",9.12915117811051,8.2697
2018-11-16,"10",5.1860984956277,8.1111
2018-11-16,"11",5.1860984956277,8.1482
2018-11-16,"2",8.0725151928626,8.2591
2018-11-16,"3",3.46970226773501,8.2497
2018-11-16,"4",2.71995399383356,8.1688
2018-11-16,"5",2.71995399383356,8.1458
2018-11-16,"6",3.26663695025634,8.1436
2018-11-16,"7",5.1860984956277,8.1454
2018-11-16,"8",5.1860984956277,8.1503
2018-11-16,"9",5.1860984956277,8.1308
2018-12-06,"0.1",2.81547578507767,4.6431
2018-12-06,"1",6.63496661876884,4.5167
2018-12-06,"10",6.63496661876884,4.4223
2018-12-06,"11",6.63496661876884,4.4207
2018-12-06,"2",6.63496661876884,4.4991
2018-12-06,"3",6.63496661876884,4.4756
2018-12-06,"4",6.63496661876884,4.4497
2018-12-06,"5",6.63496661876884,4.4576
2018-12-06,"6",6.63496661876884,4.4586
2018-12-06,"7",6.63496661876884,4.4537
2018-12-06,"8",6.63496661876884,4.4441
2018-12-06,"9",6.63496661876884,4.4487
2019-04-08,"0.1",14.3234330222549,14.4
2019-04-08,"1",13.9735388696234,13.8
2019-04-08,"10",7.64859163600022,7.7
2019-04-08,"11",7.64859163600022,7.7
2019-04-08,"2",11.3375157139421,13
2019-04-08,"3",9.74645108729139,12.2
2019-04-08,"4",9.3439390751364,10.4
2019-04-08,"5",8.86060941956262,9.9
2019-04-08,"6",8.40835925548803,9.3
2019-04-08,"7",8.33384465977063,8.8
2019-04-08,"8",8.33384465977063,8.1
2019-04-08,"9",7.65240816004205,7.9
2019-04-29,"0.1",18.4996105947509,16.5
2019-04-29,"1",18.4981302644029,16.1
2019-04-29,"10",7.85212041524225,8.3
2019-04-29,"11",7.80950338939902,8.2
2019-04-29,"2",17.5545595679448,15.8
2019-04-29,"3",14.071532467503,15.4
2019-04-29,"4",13.1294895280621,14.3
2019-04-29,"5",12.4139572063357,13.5
2019-04-29,"6",11.0781744482617,11.6
2019-04-29,"7",10.3873315385536,10.2
2019-04-29,"8",10.015969602966,9.3
2019-04-29,"9",8.15429138031465,8.5
2019-05-16,"0.1",19.8014017003037,19.6
2019-05-16,"1",19.8010949567347,19.4
2019-05-16,"10",7.88290794263912,8.2
2019-05-16,"11",7.85332788186584,8
2019-05-16,"2",19.0463939340306,19.2
2019-05-16,"3",15.9435441117943,18.8
2019-05-16,"4",15.2854656035087,18.7
2019-05-16,"5",14.8081858925492,12.6
2019-05-16,"6",11.7896132416072,11
2019-05-16,"7",10.5550578376027,10.4
2019-05-16,"8",9.9280020320608,9.7
2019-05-16,"9",8.17319148937868,8.6
2019-05-23,"0.1",23.6278362459531,23.3
2019-05-23,"1",23.6278356624815,22.9
2019-05-23,"10",7.91142174916127,8.3
